#Feni weather file
$city_name=Feni
$timezone=GMT
solar_diff,solar_dir,solar_global,temperature,wind_speed
04:20:13:16:00,318.71,288.603,585.916,42.1,1.11534
04:20:13:17:00,293.321,42.5021,324.762,42.1,2.9024
04:20:13:18:00,244.169,2.39931,251.977,42.1,2.93268
04:20:13:19:00,208.652,1.79949,215.635,42.1133,2.03198
04:20:13:20:00,261.764,6.48386,283.049,42.1017,2.36551
04:20:13:21:00,353.784,407.227,763.452,42.105,2.71665
04:20:13:22:00,347.605,359.212,688.905,42.145,2.39443
04:20:13:23:00,357.407,445.558,767.275,42.1117,2.00931
04:20:13:24:00,343.21,495.301,821.515,42.1,2.22156
04:20:13:25:00,328.959,553.013,846.846,42.1,1.13801
04:20:13:26:00,315.27,568.909,846.461,42.1,0.651886
04:20:13:27:00,309.512,576.535,844.787,42.1,1.00725
04:20:13:28:00,310.301,576.107,845.472,42.1,2.1217
04:20:13:29:00,312.629,581.462,852.781,42.1,2.75013
04:20:13:30:00,313.148,598.507,867.231,42.1,2.30478
04:20:13:31:00,311.743,598.677,862.32,42.1,3.54293
04:20:13:32:00,307.485,580.177,837.114,42.1,3.07498
04:20:13:33:00,302.669,562.682,821.206,42.1,2.47089
04:20:13:34:00,299.698,560.883,814.469,42.1,1.78738
04:20:13:35:00,295.995,567.724,814.406,42.1,1.22995
04:20:13:36:00,292.593,557.027,801.246,42.1,1.41203
04:20:13:37:00,293.465,581.12,823.292,42.1,2.79727
04:20:13:38:00,292.334,586.232,825.589,42.1,1.07027
04:20:13:39:00,288.819,587.889,822.418,42.1,0.875525
04:20:13:40:00,286.141,590.674,819.895,42.1,0.680202
04:20:13:41:00,284.312,574.265,801.685,42.1,0.953399
04:20:13:42:00,282.574,567.566,793.863,42.1,0.870828
04:20:13:43:00,281.592,572.379,797.137,42.1,1.46722
04:20:13:44:00,282.194,581.777,804.725,42.1,1.40518
04:20:13:45:00,283.459,588.032,810.246,42.1,1.82112
04:20:13:46:00,286.96,583.905,810.381,42.155,3.38761
04:20:13:47:00,289.456,583.019,810.892,42.1233,4.1297
04:20:13:48:00,291.054,577.421,806.673,42.1883,3.28567
04:20:13:49:00,290.051,576.478,803.781,42.2,2.33343
04:20:13:50:00,287.607,577.078,799.887,42.2,2.44442
04:20:13:51:00,283.877,566.724,784.206,42.2,2.09601
04:20:13:52:00,281.264,545.244,763.118,42.2,2.3415
04:20:13:53:00,283.537,549.829,769.546,42.2,2.71492
04:20:13:54:00,285.461,554.884,773.953,42.2,2.03216
04:20:13:55:00,285.13,552.542,770.375,42.2,1.34821
04:20:13:56:00,284.094,544.187,759.005,42.2,1.18752
04:20:13:57:00,283.539,515.324,730.637,42.205,1.4498
04:20:13:58:00,285.13,504.313,724.58,42.2833,1.87239
04:20:13:59:00,286.379,514.524,734.373,42.23,1.30527
04:20:14:00:00,286.587,506.541,725.19,42.2817,2.55974
04:20:14:01:00,287.899,505.927,726.922,42.3,2.59644
04:20:14:02:00,289.017,514.239,734.262,42.3,3.14341
04:20:14:03:00,290.819,521.023,742.248,42.3237,2.45034
04:20:14:04:00,290.862,529.479,747.839,42.3967,2.30964
04:20:14:05:00,291.055,531.491,747.685,42.3217,2.63326
04:20:14:06:00,290.919,513.282,730.383,42.3567,2.92876
04:20:14:07:00,290.731,501.7,718.269,42.3983,2.09094
04:20:14:08:00,288.762,487.175,703.706,42.3367,1.6494
04:20:14:09:00,288.045,501.7,715.652,42.3433,1.54384
04:20:14:10:00,288.993,517.095,727.605,42.38,1.22458
04:20:14:11:00,290.523,522.622,732.675,42.315,1.27533
04:20:14:12:00,292.03,522.265,731.61,42.3,1.35678
04:20:14:13:00,294.085,518.809,730.059,42.3317,1.34585
04:20:14:14:00,296.699,537.58,746.467,42.3068,0.890895
04:20:14:15:00,297.391,517.426,727.213,42.3016,1.02175
04:20:14:16:00,299.343,511.111,723.933,42.3567,1.08332
04:20:14:17:00,300.498,512.268,724.607,42.3267,1.6813
04:20:14:18:00,304.367,497.901,715.892,42.3717,1.28688
04:20:14:19:00,308.208,511.682,731.108,42.4,1.15207
04:20:14:20:00,312.335,510.768,732.824,42.4,1.42234
04:20:14:21:00,316.198,513.225,737.379,42.4,1.57628
04:20:14:22:00,316.371,509.483,732.702,42.47,1.58284
04:20:14:23:00,315.148,491.902,715.811,42.4967,1.19981
04:20:14:24:00,312.4,488.975,710.589,42.5,0.73078
04:20:14:25:00,307.86,511.297,723.711,42.5067,0.895878
04:20:14:26:00,302.346,523.451,726.22,42.5,1.74206
04:20:14:27:00,297.024,520.251,717.289,42.5817,2.00575
04:20:14:28:00,293.851,528.406,719.691,42.6,1.75787
04:20:14:29:00,291.391,527.82,715.04,42.6,3.23138
04:20:14:30:00,290.431,524.15,710.513,42.6567,2.75605
04:20:14:31:00,286.436,522.893,704.403,42.7,2.05411
04:20:14:32:00,281.12,520.166,695.505,42.7,1.81364
04:20:14:33:00,276.327,521.708,690.427,42.7,2.01457
04:20:14:34:00,271.461,515.938,677.407,42.71,1.83857
04:20:14:35:00,266.678,500.728,661.438,42.7017,2.23867
04:20:14:36:00,262.799,491.717,648.093,42.7167,2.47121
04:20:14:37:00,259.281,487.446,639.438,42.7867,2.3253
04:20:14:38:00,255.46,483.919,632.254,42.7233,2.68184
04:20:14:39:00,252.469,492.031,634.377,42.7433,2.59328
04:20:14:40:00,250.859,501.528,638.592,42.7983,2.37803
04:20:14:41:00,247.371,500.086,632.216,42.7283,1.18394
04:20:14:42:00,243.857,497.872,625.726,42.7583,1.74117
04:20:14:43:00,243.01,497.03,622.73,42.795,2.80691
04:20:14:44:00,242.463,503.27,626.49,42.7217,2.15476
04:20:14:45:00,241.218,518.566,635.516,42.7033,1.56407
04:20:14:46:00,240.889,530.591,642.868,42.7733,1.69965
04:20:14:47:00,239.652,530.863,639.726,42.71,1.88219
04:20:14:48:00,238.256,530.32,636.37,42.7067,2.22204
04:20:14:49:00,237.7,529.049,633.973,42.7767,3.79434
04:20:14:50:00,236.63,531.948,633.25,42.7133,3.39535
04:20:14:51:00,233.995,530.477,628.012,42.7017,3.1089
04:20:14:52:00,231.247,529.963,623.089,42.77,2.59717
04:20:14:53:00,229.103,530.72,619.946,42.7133,2.26062
04:20:14:54:00,227.812,532.319,618.204,42.705,2.80196
04:20:14:55:00,227.166,535.133,618.153,42.7367,3.38809
04:20:14:56:00,227.265,535.504,617.629,42.7,3.81959
04:20:14:57:00,226.557,531.52,612.505,42.7,2.83015
04:20:14:58:00,223.778,530.891,608.13,42.7,2.24256
04:20:14:59:00,220.42,534.862,605.992,42.7,1.67585
04:20:15:00:00,217.839,544.759,608.748,42.7,2.75348
04:20:15:01:00,216.876,548.872,609.368,42.7,3.30087
04:20:15:02:00,216.36,556.413,612.162,42.7,3.09624
04:20:15:03:00,214.866,557.784,609.873,42.7,2.92856
04:20:15:04:00,212.702,559.112,606.97,42.7,2.54256
04:20:15:05:00,210.598,561.554,605.029,42.625,2.916
04:20:15:06:00,209.135,558.769,599.601,42.6,2.88207
04:20:15:07:00,208.123,557.255,595.905,42.6,2.52146
04:20:15:08:00,206.28,545.33,583.487,42.6,2.27471
04:20:15:09:00,205.008,538.446,576.15,42.6,2.47912
04:20:15:10:00,204.179,539.032,574.469,42.6,2.88656
04:20:15:11:00,204.411,534.676,569.682,42.6,3.12875
04:20:15:12:00,204.837,522.222,560.637,42.5983,3.02156
04:20:15:13:00,203.816,521.008,556.899,42.6,1.94668
04:20:15:14:00,202.532,522.622,555.638,42.5483,3.06253
04:20:15:15:00,202.64,522.208,552.974,42.55,2.57124
04:20:15:16:00,202.014,516.353,547.354,42.5733,1.39055
04:20:15:17:00,201.049,509.026,539.201,42.5067,1.63154
04:20:15:18:00,201.647,509.112,539.161,42.5,1.64951
04:20:15:19:00,201.935,508.455,536.903,42.5,1.01626
04:20:15:20:00,201.522,505.413,532.738,42.5,1.19817
04:20:15:21:00,201.717,500.942,528.755,42.5,2.50496
04:20:15:22:00,203.543,495.516,524.667,42.5,2.64405
04:20:15:23:00,203.6,485.575,517.588,42.5,2.23105
04:20:15:24:00,202.949,487.461,517.131,42.5,1.18697
04:20:15:25:00,201.751,484.761,511.788,42.5,1.13628
04:20:15:26:00,201.116,486.632,510.86,42.4983,1.59371
04:20:15:27:00,200.631,478.406,503.415,42.5,1.51227
04:20:15:28:00,200.238,478.135,501.917,42.5,2.07144
04:20:15:29:00,201.178,483.876,504.677,42.5,1.843
04:20:15:30:00,200.488,480.748,500.405,42.5,1.24467
04:20:15:31:00,198.901,480.877,497.668,42.5,0.761295
04:20:15:32:00,197.779,481.363,495.22,42.5,2.06277
04:20:15:33:00,198.66,478.42,492.442,42.5,2.32563
04:20:15:34:00,197.762,474.236,487.827,42.5,1.75234
04:20:15:35:00,196.13,472.18,482.987,42.5,1.31114
04:20:15:36:00,194.834,463.768,474.879,42.5,1.2207
04:20:15:37:00,193.71,461.611,471.001,42.5,0.644805
04:20:15:38:00,192.982,459.697,467.784,42.5,1.32895
04:20:15:39:00,193.308,463.611,468.667,42.5,1.80218
04:20:15:40:00,192.839,457.184,462.558,42.54,1.3301
04:20:15:41:00,191.848,452.613,457.681,42.53,1.52335
04:20:15:42:00,190.971,447.701,451.818,42.5917,1.55624
04:20:15:43:00,189.977,449.757,451.554,42.6,1.4688
04:20:15:44:00,188.863,450.728,448.907,42.6,1.16592
04:20:15:45:00,188.117,443.644,442.471,42.6,1.78112
04:20:15:46:00,187.91,440.631,439.147,42.6,1.84652
04:20:15:47:00,186.984,440.931,437.106,42.6,1.63294
04:20:15:48:00,185.677,437.661,432.113,42.6033,1.63772
04:20:15:49:00,184.454,428.235,424.199,42.68,1.20569
04:20:15:50:00,182.852,426.178,420.03,42.6417,0.729186
04:20:15:51:00,181.599,418.966,413.051,42.6917,1.77504
04:20:15:52:00,181.57,417.709,411.311,42.7,2.06139
04:20:15:53:00,180.788,413.353,406.464,42.7,1.64652
04:20:15:54:00,179.378,407.812,400.045,42.7,1.3303
04:20:15:55:00,177.592,394.059,389.792,42.7317,1.25221
04:20:15:56:00,176.797,389.532,385.174,42.7183,1.44581
04:20:15:57:00,176.664,385.561,381.569,42.79,1.81192
04:20:15:58:00,175.801,384.133,379.263,42.8,2.06641
04:20:15:59:00,175.458,387.861,379.504,42.8,2.33773
04:20:16:00:00,175.562,388.603,378.124,42.8,1.50074
04:20:16:01:00,174.008,387.804,375.275,42.8,1.4977
04:20:16:02:00,173.249,385.376,371.841,42.81,1.83615
04:20:16:03:00,173.107,378.592,366.991,42.8933,1.94225
04:20:16:04:00,172.051,373.85,361.634,42.9,1.31699
04:20:16:05:00,170.665,368.18,355.898,42.895,1.61908
04:20:16:06:00,169.704,361.84,350.913,42.9,1.30013
04:20:16:07:00,168.488,365.91,350.534,42.9,1.18306
04:20:16:08:00,167.843,370.208,350.209,42.8567,1.20526
04:20:16:09:00,167.564,370.209,348.793,42.8783,2.07124
04:20:16:10:00,167.402,367.938,346.197,42.9,1.01918
04:20:16:11:00,166.209,360.74,339.581,42.875,1.08357
04:20:16:12:00,165.115,354.299,334.671,42.8933,1.1109
04:20:16:13:00,164.347,357.683,334.53,42.9,1.24771
04:20:16:14:00,163.569,358.254,332.486,42.8867,1.1522
04:20:16:15:00,162.157,357.54,329.407,42.8967,0.811727
04:20:16:16:00,160.806,362.039,328.941,42.9,0.900921
04:20:16:17:00,160.192,360.554,326.206,42.8967,1.55529
04:20:16:18:00,159.534,358.683,323.31,42.9,1.01468
04:20:16:19:00,158.136,354.556,318.536,42.9,1.42588
04:20:16:20:00,157.184,353.613,316.304,42.9,1.82251
04:20:16:21:00,156.612,356.926,315.953,42.9,1.42404
04:20:16:22:00,154.915,359.111,314.118,42.9,1.13515
04:20:16:23:00,153.085,359.197,310.672,42.9,1.23398
04:20:16:24:00,151.334,357.883,307.031,42.9,1.08315
04:20:16:25:00,149.818,353.828,302.449,42.9,2.01324
04:20:16:26:00,148.863,349.057,298.08,42.9,1.44058
04:20:16:27:00,147.417,351.257,296.421,42.9,1.7679
04:20:16:28:00,145.999,350.985,293.238,42.91,1.98534
04:20:16:29:00,144.956,353.156,291.959,42.9,1.87352
04:20:16:30:00,143.485,356.469,290.872,42.9033,1.67056
04:20:16:31:00,142.113,361.325,290.025,42.9567,1.87541
04:20:16:32:00,140.599,363.839,288.325,42.9317,1.65779
04:20:16:33:00,139.964,363.511,286.104,42.945,2.50031
04:20:16:34:00,138.982,362.354,283.045,42.9967,2.00344
04:20:16:35:00,137.724,355.941,277.973,42.92,2.96074
04:20:16:36:00,136.523,352.471,274.29,42.9317,2.80945
04:20:16:37:00,134.66,354.099,271.576,42.9883,2.84298
04:20:16:38:00,133.201,352.513,268.198,42.9183,2.33114
04:20:16:39:00,131.87,351.928,265.405,42.915,2.86884
04:20:16:40:00,130.988,352.528,263.414,42.9983,2.174
04:20:16:41:00,128.597,350.471,258.633,42.95,1.56079
04:20:16:42:00,126.522,343.388,252.697,42.99,1.84808
04:20:16:43:00,124.668,340.017,248.028,43,1.616
04:20:16:44:00,122.671,339.503,244.784,42.955,1.28318
04:20:16:45:00,120.774,339.889,241.766,42.975,1.5222
04:20:16:46:00,119.53,338.047,238.533,43,1.60845
04:20:16:47:00,118.378,334.676,234.783,42.9333,1.51703
04:20:16:48:00,117.025,331.277,231.124,42.915,1.66545
04:20:16:49:00,115.77,328.306,227.639,42.9817,1.27609
04:20:16:50:00,114.373,324.921,223.616,42.9083,1.76652
04:20:16:51:00,113.262,318.566,219.111,42.9017,1.49775
04:20:16:52:00,111.803,313.825,214.882,42.9283,1.57424
04:20:16:53:00,110.387,310.811,211.488,42.9133,1.84104
04:20:16:54:00,109.633,308.426,208.836,42.9017,2.64694
04:20:16:55:00,108.688,305.441,205.592,42.93,1.66585
04:20:16:56:00,106.635,302.828,201.398,42.905,1.45778
04:20:16:57:00,105.284,301.228,198.284,42.9,1.78627
04:20:16:58:00,103.777,300,195.442,42.91,1.50165
04:20:16:59:00,102.615,297.858,192.178,42.9017,1.91816
04:20:17:00:00,101.526,295.344,189.286,42.9,1.98023
04:20:17:01:00,100.304,294.316,186.801,42.9033,1.97635
04:20:17:02:00,98.9335,293.759,184.019,42.9617,1.65326
04:20:17:03:00,98.0175,292.773,181.666,42.9767,1.70981
04:20:17:04:00,96.104,288.189,177.421,42.9917,1.38884
04:20:17:05:00,94.3618,283.133,173.107,42.9133,1.11927
04:20:17:06:00,93.1923,278.492,169.42,42.9,1.70528
04:20:17:07:00,92.4053,275.592,166.81,42.9,1.96467
04:20:17:08:00,91.8343,273.222,164.496,42.9,1.66396
04:20:17:09:00,90.2537,268.466,160.557,42.9,1.41295
04:20:17:10:00,89.3497,263.753,157.221,42.9,1.78564
04:20:17:11:00,87.9402,258.055,153.489,42.8267,1.86764
04:20:17:12:00,86.2913,253.214,149.687,42.8183,1.51364
04:20:17:13:00,85.0938,250.571,146.794,42.855,1.97533
04:20:17:14:00,84.1967,248.543,144.349,42.805,1.8862
04:20:17:15:00,82.7337,245.687,141.085,42.8,2.23908
04:20:17:16:00,81.5693,242.245,138.101,42.8,1.89972
04:20:17:17:00,80.2973,236.104,134.633,42.8,1.69066
04:20:17:18:00,78.9545,230.934,131.197,42.8,1.66976
04:20:17:19:00,77.3375,226.807,127.847,42.8,1.9758
04:20:17:20:00,76.0117,223.222,124.82,42.7967,1.5973
04:20:17:21:00,74.7465,219.195,121.827,42.7983,1.92952
04:20:17:22:00,73.2632,214.225,118.587,42.8,1.40694
04:20:17:23:00,71.4263,208.854,114.792,42.78,1.41741
04:20:17:24:00,70.0008,204.57,111.753,42.7633,1.42684
04:20:17:25:00,68.5638,200.371,108.654,42.7333,1.25274
04:20:17:26:00,67.1808,193.53,105.078,42.7017,1.40481
04:20:17:27:00,66.141,187.746,102.178,42.7,1.73182
04:20:17:28:00,64.6923,183.904,99.239,42.7,1.49152
04:20:17:29:00,63.4365,180.563,96.6785,42.7,1.36663
04:20:17:30:00,62.093,176.978,93.9587,42.7,1.35491
04:20:17:31:00,60.7371,171.22,90.9471,42.7,1.43712
04:20:17:32:00,59.4044,166.828,88.0059,42.6869,1.19055
04:20:17:33:00,58.0373,161.568,85.1893,42.665,1.21654
04:20:17:34:00,56.783,157.955,82.7548,42.665,1.45992
04:20:17:35:00,55.2827,152.728,79.726,42.6,1.28094
04:20:17:36:00,54.0167,148.357,77.2147,42.6,1.45634
04:20:17:37:00,52.9602,143.581,74.8637,42.6,1.48493
04:20:17:38:00,51.9175,137.778,72.3707,42.6,1.45776
04:20:17:39:00,50.0797,133.805,69.5265,42.6,1.05585
04:20:17:40:00,48.4255,130.263,66.9122,42.6,1.4478
04:20:17:41:00,47.532,124.25,64.6602,42.5983,1.03032
04:20:17:42:00,46.144,117.509,61.8573,42.5717,1.57562
04:20:17:43:00,44.8875,110.783,59.309,42.52,1.37102
04:20:17:44:00,43.6245,103.642,56.6835,42.5,1.35645
04:20:17:45:00,42.5878,99.8,54.6907,42.5,1.24371
04:20:17:46:00,41.1353,96.2297,52.3653,42.5,1.15658
04:20:17:47:00,39.4513,89.2888,49.6178,42.5,1.19403
04:20:17:48:00,37.9838,83.0334,47.1138,42.465,1.24691
04:20:17:49:00,36.9995,77.0494,45.1728,42.42,1.60679
04:20:17:50:00,36.0073,70.9511,43.2317,42.4,1.63283
04:20:17:51:00,34.3565,65.4242,40.7808,42.4,1.22383
04:20:17:52:00,32.9788,59.9258,38.6463,42.4,1.58779
04:20:17:53:00,31.4793,55.0272,36.5383,42.385,1.53068
04:20:17:54:00,29.7747,51.0711,34.3225,42.32,0.961837
04:20:17:55:00,28.4215,46.2868,32.3743,42.3,1.58565
04:20:17:56:00,27.4628,41.888,30.7922,42.3,1.19717
04:20:17:57:00,26.113,37.2751,28.934,42.3,1.8235
04:20:17:58:00,24.5138,32.5478,26.8662,42.285,1.57232
04:20:17:59:00,22.9575,27.7492,24.8547,42.2,1.23586
04:20:18:00:00,21.5437,23.4933,23.0633,42.2,1.4525
04:20:18:01:00,20.088,19.8229,21.3198,42.2,1.41751
04:20:18:02:00,18.62,16.3668,19.6403,42.1633,1.56924
04:20:18:03:00,17.4602,13.5961,18.2308,42.1133,0.96737
04:20:18:04:00,15.8758,11.1683,16.55,42.1,1.44798
04:20:18:05:00,14.8883,8.88318,15.3635,42.1,1.00721
04:20:18:06:00,13.4888,7.45501,13.9053,42.04,1.28449
04:20:18:07:00,12.5577,5.29849,12.8808,42,1.62921
04:20:18:08:00,11.8695,4.1988,12.0732,41.9783,1.38177
04:20:18:09:00,10.6342,2.75635,10.7293,41.9,1.3383
04:20:18:10:00,9.334,1.74236,9.402,41.9,1.20103
04:20:18:11:00,8.011,0.0571269,8.1655,41.8567,1.30488
04:20:18:12:00,7.13183,0.128535,7.232,41.8,1.16395
04:20:18:13:00,6.2895,0.185661,6.3295,41.8,1.06056
04:20:18:14:00,5.51317,0,5.55167,41.7233,1.50669
04:20:18:15:00,4.88783,0.114253,4.94633,41.7,1.09374
04:20:18:16:00,3.995,0,4.09267,41.6817,1.35767
04:20:18:17:00,3.41167,0,3.5065,41.6,1.52177
04:20:18:18:00,2.90217,0,3.00017,41.6,1.38849
04:20:18:19:00,2.44817,0.0000002,2.55483,41.5133,1.05026
04:20:18:20:00,1.76283,0.157098,1.87667,41.5,1.27939
04:20:18:21:00,1.62583,0.0999714,1.69783,41.4317,1.11175
04:20:18:22:00,1.2105,0.042845,1.26083,41.4,1.30056
04:20:18:23:00,0.7975,0.0000000666667,0.836,41.3583,1.0579
04:20:18:24:00,0.3755,0.0285633,0.442,41.3,1.21912
04:20:18:25:00,0.237833,0.371322,0.291833,41.2967,1.30351
04:20:18:26:00,0.114,0.371323,0.125167,41.21,1.38278
04:20:18:27:00,0.222333,0,0.222333,41.2,1.29567
04:20:18:28:00,0,0,0,41.1617,1.04042
04:20:18:29:00,0,0,0,41.1,1.25319
04:20:18:30:00,0,0,0,41.085,1.31357
04:20:18:31:00,0,0,0,41.0051,1.18037
04:20:18:32:00,0,0,0,41,1.61855
04:20:18:33:00,0,0,0,40.9393,1.15038
04:20:18:34:00,0,0.0571266,0,40.9,1.57946
04:20:18:35:00,0,0.142816,0,40.8567,1.37227
04:20:18:36:00,0,0,0,40.8,1.05561
04:20:18:37:00,0,0,0,40.8,1.06536
04:20:18:38:00,0,0,0,40.7283,1.40639
04:20:18:39:00,0,0.042845,0,40.7,1.23513
04:20:18:40:00,0,0.0142814,0,40.6917,1.26819
04:20:18:41:00,0,0.114253,0,40.6033,1.18957
04:20:18:42:00,0,0.385604,0,40.6,1.21224
04:20:18:43:00,0,0,0,40.5617,1.26366
04:20:18:44:00,0,0.357041,0,40.5,1.25289
04:20:18:45:00,0,0.271351,0,40.4933,1.09047
04:20:18:46:00,0,0,0,40.4033,1.39315
04:20:18:47:00,0,0.242788,0,40.3933,1.14289
04:20:18:48:00,0,0.214225,0,40.325,1.1351
04:20:18:49:00,0,0.257069,0,40.3,1.28117
04:20:18:50:00,0,0,0,40.295,0.982244
04:20:18:51:00,0,0,0,40.2133,1.20794
04:20:18:52:00,0,0.0142818,0,40.2,1.09754
04:20:18:53:00,0,0.0142815,0,40.1783,1.01138
04:20:18:54:00,0,0.17138,0,40.1067,1.14722
04:20:18:55:00,0,0.371323,0,40.1,1.01931
04:20:18:56:00,0,0,0,40.0717,0.983402
04:20:18:57:00,0,0,0,40,0.934226
04:20:18:58:00,0,0.228506,0,40,0.893472
04:20:18:59:00,0,0,0,39.9417,1.21798
04:20:19:00:00,0,0.0142816,0,39.9,1.12868
04:20:19:01:00,0,0.342759,0,39.9,0.711552
04:20:19:02:00,0,0.385604,0,39.885,1.10137
04:20:19:03:00,0,0.78549,0,39.815,0.72461
04:20:19:04:00,0,0.114253,0,39.8,0.829085
04:20:19:05:00,0,0,0,39.8,0.571122
04:20:19:06:00,0,0,0,39.79,0.994099
04:20:19:07:00,0,0.228507,0,39.7183,0.601752
04:20:19:08:00,0,0.0285632,0,39.7,0.413196
04:20:19:09:00,0,0.328478,0,39.6783,0.725722
04:20:19:10:00,0,0.328478,0,39.6,0.890913
04:20:19:11:00,0,0.399886,0,39.6,0.865838
04:20:19:12:00,0,0.128535,0,39.5183,0.620903
04:20:19:13:00,0,0.0999716,0,39.5,1.11334
04:20:19:14:00,0,0.0571265,0,39.4467,0.887985
04:20:19:15:00,0,0.0285633,0,39.4,0.988451
04:20:19:16:00,0,0.342759,0,39.4,1.3543
04:20:19:17:00,0,0,0,39.3367,1.12163
04:20:19:18:00,0,0,0,39.3,0.783664
04:20:19:19:00,0,0,0,39.3,0.895702
04:20:19:20:00,0,0.17138,0,39.2417,1.08334
04:20:19:21:00,0,0.0142816,0,39.2,1.04784
04:20:19:22:00,0,0.0285633,0,39.2,1.14655
04:20:19:23:00,0,0.0571268,0,39.1467,1.01452
04:20:19:24:00,0,0.0000000333333,0,39.1,0.921022
04:20:19:25:00,0,0.142817,0,39.1,0.793903
04:20:19:26:00,0,0,0,39.0467,0.960688
04:20:19:27:00,0,0,0,39,0.979171
04:20:19:28:00,0,0,0,39,1.24436
04:20:19:29:00,0,0.0000002,0,38.965,1.10239
04:20:19:30:00,0,0.0856897,0,38.9,0.998782
04:20:19:31:00,0,0,0,38.9,1.06176
04:20:19:32:00,0,0,0,38.9,0.931904
04:20:19:33:00,0,0.0714083,0,38.875,0.929896
04:20:19:34:00,0,0.114253,0,38.8083,1.10631
04:20:19:35:00,0,0.0285635,0,38.8,1.38819
04:20:19:36:00,0,0.199943,0,38.8,0.951653
04:20:19:37:00,0,0.185661,0,38.7433,0.94169
04:20:19:38:00,0,0.242788,0,38.7,1.22133
04:20:19:39:00,0,0,0,38.7,1.22464
04:20:19:40:00,0,0.228506,0,38.6967,1.09719
04:20:19:41:00,0,0,0,38.6133,0.75118
04:20:19:42:00,0,0.185661,0,38.6,0.915949
04:20:19:43:00,0,0.0142817,0,38.6,0.763663
04:20:19:44:00,0,0.0856899,0,38.5533,1.14206
04:20:19:45:00,0,0.299915,0,38.5,1.08653
04:20:19:46:00,0,0.0285633,0,38.5,1.10731
04:20:19:47:00,0,0,0,38.5,1.12208
04:20:19:48:00,0,0,0,38.435,1.04487
04:20:19:49:00,0,0.0285633,0,38.4,0.88738
04:20:19:50:00,0,0.0999715,0,38.4,0.865647
04:20:19:51:00,0,0.0428448,0,38.4,0.977041
04:20:19:52:00,0,0.114253,0,38.3817,0.961262
04:20:19:53:00,0,0.299914,0,38.3117,1.01679
04:20:19:54:00,0,0,0,38.3,0.89771
04:20:19:55:00,0,0.0571265,0,38.3,1.18151
04:20:19:56:00,0,0,0,38.2433,1.13401
04:20:19:57:00,0,0.185661,0,38.2,0.833377
04:20:19:58:00,0,0.314196,0,38.2,0.729477
04:20:19:59:00,0,0.0285631,0,38.1967,0.801872
04:20:20:00:00,0,0,0,38.1267,0.879962
04:20:20:01:00,0,0.78549,0,38.1,0.968711
04:20:20:02:00,0,0,0,38.1,1.12789
04:20:20:03:00,0,0,0,38.1,1.0841
04:20:20:04:00,0,0,0,38.1,1.05473
04:20:20:05:00,0,0.142816,0,38.03,1.05928
04:20:20:06:00,0,0,0,38,1.06475
04:20:20:07:00,0,0.0142816,0,38,1.06919
04:20:20:08:00,0,0.0285631,0,37.9333,1.04563
04:20:20:09:00,0,0,0,37.9,1.29434
04:20:20:10:00,0,0.157098,0,37.9,1.26035
04:20:20:11:00,0,0,0,37.855,1.21963
04:20:20:12:00,0,0.114253,0,37.8,1.50741
04:20:20:13:00,0,0.428449,0,37.8,1.58913
04:20:20:14:00,0,0.185661,0,37.79,1.54062
04:20:20:15:00,0,0.399886,0,37.7133,1.59353
04:20:20:16:00,0,0.399886,0,37.7,1.4496
04:20:20:17:00,0,0,0,37.7,1.30285
04:20:20:18:00,0,0.214225,0,37.67,1.18965
04:20:20:19:00,0,0.157098,0,37.6017,1.21193
04:20:20:20:00,0,0.17138,0,37.6,1.25453
04:20:20:21:00,0,0.0714081,0,37.6,0.931911
04:20:20:22:00,0,0.0571268,0,37.6,1.08619
04:20:20:23:00,0,0.128535,0,37.5383,1.60494
04:20:20:24:00,0,0.17138,0,37.5,1.56224
04:20:20:25:00,0,0.0285631,0,37.5,1.36806
04:20:20:26:00,0,0.0571267,0,37.4983,1.12596
04:20:20:27:00,0,0,0,37.4467,0.927482
04:20:20:28:00,0,0,0,37.4,1.02718
04:20:20:29:00,0,0.0000000666667,0,37.4,1.05733
04:20:20:30:00,0,0.128535,0,37.4,0.964059
04:20:20:31:00,0,0.385604,0,37.3817,0.939138
04:20:20:32:00,0,0,0,37.3017,0.925996
04:20:20:33:00,0,0.214225,0,37.3,0.927206
04:20:20:34:00,0,0.157098,0,37.3,0.971784
04:20:20:35:00,0,0,0,37.25,0.856803
04:20:20:36:00,0,0,0,37.2,0.87567
04:20:20:37:00,0,0,0,37.2,0.813505
04:20:20:38:00,0,0.414167,0,37.2,0.936356
04:20:20:39:00,0,0,0,37.18,0.738987
04:20:20:40:00,0,0,0,37.1033,0.808386
04:20:20:41:00,0,0.328478,0,37.1,0.696264
